"","X.3","X.2","stem.tag","X.1","X","sp.x.x.x","type.x","gx","npp.x","X0","X1","X2","X7","X10","shannon.fun","shannon.fun_tuk","npp_tuk.x","sp.x.x.y","type.y","npp.y","alienus","americana","fulva","herculeanus","impar","longispinosis","nearcticus","neogagates","novaeboracensis","noveboracensis","pennsylvanicus","picea","punctiventris","shannon","shannon.sp_tuk","npp_tuk.y","hill.sp","hill.fun","abundance.sp","sp.log","fun.log","npp.log"
"81",81,81,70981,81,81,"tsugca","coniferous",136.46899,0.000200525542494568,0,0,0,9,0,1,1,0.000200525542494568,"tsugca","coniferous",0.000200525542494568,0,0,6,0,0,0,0,0,0,0,0,3,0,1.88988157484231,1.22981912373371,0.000200525542494568,2,1,3,0.477121254719662,0,-3.69783030006167
"82",82,82,80465,82,82,"tsugca","coniferous",140.168,-5.10253681163995e-06,0,0,0,4,0,1,1,-5.10253681163995e-06,"tsugca","coniferous",-5.10253681163995e-06,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,-5.10253681163995e-06,1,1,2,0.301029995663981,0,NA
"83",83,83,80570,83,83,"tsugca","coniferous",153.207,3.16902983366263e-05,0,0,0,1,0,1,1,3.16902983366263e-05,"tsugca","coniferous",3.16902983366263e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.16902983366263e-05,1,1,1,0,0,-4.49907367228522
"84",84,84,80571,84,84,"pinust","coniferous",150.87601,0.00445581189573682,0,0,0,1,0,1,1,0.00445581189573682,"pinust","coniferous",0.00445581189573682,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00445581189573682,1,1,1,0,0,-2.35107315139982
"85",85,85,80572,85,85,"tsugca","coniferous",150.33299,0.000303878470608188,0,0,0,9,0,1,1,0.000303878470608188,"tsugca","coniferous",0.000303878470608188,0,0,3,0,0,0,0,0,0,0,0,6,0,1.88988157484231,1.22981912373371,0.000303878470608188,2,1,3,0.477121254719662,0,-3.5173000680256
"86",86,86,80580,86,86,"pinust","coniferous",156.593,0.00351757364073753,0,0,0,4,0,1,1,0.00351757364073753,"pinust","coniferous",0.00351757364073753,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.00351757364073753,1,1,2,0.301029995663981,0,-2.45375680180191
"87",87,87,80636,87,87,"acerru","deciduous",152.0224925,0.0136158402101111,0,0,0,1,0,1,1,0.0136158402101111,"acerru","deciduous",0.0136158402101111,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0136158402101111,1,1,1,0,0,-1.86595555393063
"88",88,88,80663,88,88,"acerru","deciduous",143.073,0.0855606063365018,0,0,0,25,0,1,1,0.0855606063365018,"acerru","deciduous",0.0855606063365018,0,0,15,0,0,0,0,0,0,0,0,10,0,1.96013170420779,1.24449371398726,0.0855606063365018,2,1,5,0.698970004336019,0,-1.06772614640458
"89",89,89,80685,89,89,"pinust","coniferous",157.18201,0.0013868752744612,0,0,0,16,0,1,1,0.0013868752744612,"pinust","coniferous",0.0013868752744612,0,0,8,0,0,0,0,0,0,0,0,8,0,2,1.25266443862413,0.0013868752744612,2,1,4,0.602059991327962,0,-2.85796259447747
"90",90,90,80789,90,90,"tsugca","coniferous",144.401,8.5297678046172e-05,0,0,0,1,0,1,1,8.5297678046172e-05,"tsugca","coniferous",8.5297678046172e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.5297678046172e-05,1,1,1,0,0,-4.06906279093635
"91",91,91,80802,91,91,"tsugca","coniferous",149.216,7.11103554132853e-05,3,0,0,6,0,1.88988157484231,1.13576091234023,7.11103554132853e-05,"tsugca","coniferous",7.11103554132853e-05,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,7.11103554132853e-05,1,2,2,0.301029995663981,0.301029995663981,-4.14806715072771
"92",92,92,80892,92,92,"pinust","coniferous",153.188,0.00308194454838901,0,0,0,1,0,1,1,0.00308194454838901,"pinust","coniferous",0.00308194454838901,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00308194454838901,1,1,1,0,0,-2.51117517955183
"93",93,93,80936,93,93,"tsugca","coniferous",146.4165,0.000371822680784726,0,0,0,1,0,1,1,0.000371822680784726,"tsugca","coniferous",0.000371822680784726,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.000371822680784726,1,1,1,0,0,-3.42966412225852
"94",94,94,80953,94,94,"tsugca","coniferous",149.26801,0.000153100958377857,0,0,0,1,0,1,1,0.000153100958377857,"tsugca","coniferous",0.000153100958377857,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.000153100958377857,1,1,1,0,0,-3.81502209070662
"95",95,95,80990,95,95,"tsugca","coniferous",158.998,0.000673718579302717,0,0,0,4,0,1,1,0.000673718579302717,"tsugca","coniferous",0.000673718579302717,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.000673718579302717,1,1,2,0.301029995663981,0,-3.17152147583659
"96",96,96,90001,96,96,"acerru","deciduous",160.20399,0.026162385445339,0,0,0,9,0,1,1,0.026162385445339,"acerru","deciduous",0.026162385445339,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0.026162385445339,1,1,3,0.477121254719662,0,-1.58232266025158
"97",97,97,90508,97,97,"pinust","coniferous",161.826,0.00539050197975658,3,0,0,6,0,1.88988157484231,1.13576091234023,0.00539050197975658,"pinust","coniferous",0.00539050197975658,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0.00539050197975658,1,2,2,0.301029995663981,0.301029995663981,-2.26837079012175
"98",98,98,90517,98,98,"acerru","deciduous",168.101995,0.0486050709099167,0,0,0,16,0,1,1,0.0486050709099167,"acerru","deciduous",0.0486050709099167,0,0,4,0,0,0,0,0,0,0,0,12,0,1.75476535060332,1.20052495303832,0.0486050709099167,2,1,4,0.602059991327962,0,-1.31331841894118
"99",99,99,90536,99,99,"acerru","deciduous",175.257,0.023719238693367,0,0,0,2,2,2,1.14869835499704,0.023719238693367,"acerru","deciduous",0.023719238693367,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1.25266443862413,0.023719238693367,2,2,2,0.301029995663981,0.301029995663981,-1.62489925445515
"100",100,100,90553,100,100,"pinust","coniferous",170.205,8.62312805211794e-05,0,0,0,16,0,1,1,8.62312805211794e-05,"pinust","coniferous",8.62312805211794e-05,0,0,8,0,0,0,0,0,0,0,0,8,0,2,1.25266443862413,8.62312805211794e-05,2,1,4,0.602059991327962,0,-4.06433516464559
"101",101,101,90623,101,101,"pinust","coniferous",160.54401,0.0037281177194282,0,0,0,1,0,1,1,0.0037281177194282,"pinust","coniferous",0.0037281177194282,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0037281177194282,1,1,1,0,0,-2.42851038277436
"102",102,102,90631,102,102,"acerru","deciduous",168.226,0.0225439639311832,0,0,0,4,0,1,1,0.0225439639311832,"acerru","deciduous",0.0225439639311832,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.0225439639311832,1,1,2,0.301029995663981,0,-1.64696971907595
"103",103,103,90634,103,103,"tsugca","coniferous",168.174,0.000413491648009702,0,0,0,4,0,1,1,0.000413491648009702,"tsugca","coniferous",0.000413491648009702,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.000413491648009702,2,1,2,0.301029995663981,0,-3.38353325820317
"104",104,104,90638,104,104,"pinust","coniferous",163.399,0.00172103071967105,0,0,2,2,0,2,1.14869835499704,0.00172103071967105,"pinust","coniferous",0.00172103071967105,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1.25266443862413,0.00172103071967105,2,2,2,0.301029995663981,0.301029995663981,-2.76421137763028
"105",105,105,90644,105,105,"tsugca","coniferous",162.187,-1.17934757426488e-05,0,0,0,1,0,1,1,-1.17934757426488e-05,"tsugca","coniferous",-1.17934757426488e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1.17934757426488e-05,1,1,1,0,0,NA
"106",106,106,90738,106,106,"tsugca","coniferous",163.8,0.000433828592051232,0,0,0,1,0,1,1,0.000433828592051232,"tsugca","coniferous",0.000433828592051232,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.000433828592051232,1,1,1,0,0,-3.36268182862225
"107",107,107,90754,107,107,"tsugca","coniferous",169.175,0.000161678735244354,0,0,0,4,0,1,1,0.000161678735244354,"tsugca","coniferous",0.000161678735244354,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.000161678735244354,1,1,2,0.301029995663981,0,-3.79134709681182
"108",108,108,90795,108,108,"acerru","deciduous",161.80701,0.15446631104255,0,0,0,9,0,1,1,0.15446631104255,"acerru","deciduous",0.15446631104255,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0.15446631104255,1,1,3,0.477121254719662,0,-0.811166225130418
"109",109,109,90842,109,109,"tsugca","coniferous",175.798,0.00039990838909186,0,0,0,1,0,1,1,0.00039990838909186,"tsugca","coniferous",0.00039990838909186,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00039990838909186,1,1,1,0,0,-3.39803948534363
"110",110,110,90856,110,110,"tsugca","coniferous",165.004,0.000253739866650157,0,0,0,4,0,1,1,0.000253739866650157,"tsugca","coniferous",0.000253739866650157,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.000253739866650157,1,1,2,0.301029995663981,0,-3.59561129270748
"111",111,111,90872,111,111,"acerru","deciduous",168.90401,0.0224804259852371,0,0,0,4,0,1,1,0.0224804259852371,"acerru","deciduous",0.0224804259852371,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.0224804259852371,2,1,2,0.301029995663981,0,-1.64819546350845
"112",112,112,100602,112,112,"tsugca","coniferous",192.10699,0.000499980287767311,0,0,0,12,4,1.75476535060332,1.11903536050434,0.000499980287767311,"tsugca","coniferous",0.000499980287767311,0,0,4,0,4,0,0,0,0,0,0,8,0,2.82842712474619,1.40201326566139,0.000499980287767311,3,2,4,0.602059991327962,0.301029995663981,-3.30104711782927
"113",113,113,100789,113,113,"tsugca","coniferous",198.48599,0.00081388776041535,0,3,3,3,0,3,1.24573093961552,0.00081388776041535,"tsugca","coniferous",0.00081388776041535,3,0,0,0,0,0,3,0,0,0,0,3,0,3,1.42910588549112,0.00081388776041535,3,3,3,0.477121254719662,0.477121254719662,-3.08943548257175
"114",114,114,100854,114,114,"acerru","deciduous",195.319,0.0023620725773342,0,0,0,1,0,1,1,0.0023620725773342,"acerru","deciduous",0.0023620725773342,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0023620725773342,1,1,1,0,0,-2.62670676233152
"115",115,115,100909,115,115,"pinust","coniferous",195.39101,0.00629553097162515,0,0,0,4,0,1,1,0.00629553097162515,"pinust","coniferous",0.00629553097162515,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.00629553097162515,2,1,2,0.301029995663981,0,-2.2009676351634
"116",116,116,100947,116,116,"tsugca","coniferous",189.276,0.00106577644026899,1,0,0,0,0,1,1,0.00106577644026899,"tsugca","coniferous",0.00106577644026899,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.00106577644026899,1,1,1,0,0,-2.9723338843712
"117",117,117,100965,117,117,"pinust","coniferous",191.05099,0.000494358713956402,0,0,0,4,0,1,1,0.000494358713956402,"pinust","coniferous",0.000494358713956402,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.000494358713956402,1,1,2,0.301029995663981,0,-3.30595780622347
"118",118,118,110114,118,118,"pinust","coniferous",206.97701,0.000731918557726297,0,0,0,9,0,1,1,0.000731918557726297,"pinust","coniferous",0.000731918557726297,0,0,3,0,0,0,0,0,0,0,0,6,0,1.88988157484231,1.22981912373371,0.000731918557726297,2,1,3,0.477121254719662,0,-3.13553724120641
"119",119,119,110795,119,119,"querru","deciduous",215.845495,0.0773309774231624,0,0,0,1,0,1,1,0.0773309774231624,"querru","deciduous",0.0773309774231624,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0773309774231624,1,1,1,0,0,-1.11164650053185
"120",120,120,120120,120,120,"pinust","coniferous",239.444,0.00469457976671745,12,0,0,4,0,1.75476535060332,1.11903536050434,0.00469457976671745,"pinust","coniferous",0.00469457976671745,0,0,0,0,0,8,0,0,0,0,0,4,4,2.82842712474619,1.40201326566139,0.00469457976671745,3,2,4,0.602059991327962,0.301029995663981,-2.32840327734119
"121",121,121,120371,121,121,"querru","deciduous",230.622505,0.147956243557567,0,0,0,1,0,1,1,0.147956243557567,"querru","deciduous",0.147956243557567,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.147956243557567,1,1,1,0,0,-0.829866703464577
"122",122,122,120820,122,122,"querru","deciduous",236.834,0.0217652491261603,0,0,0,1,0,1,1,0.0217652491261603,"querru","deciduous",0.0217652491261603,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0217652491261603,1,1,1,0,0,-1.66223635752117
"123",123,123,130309,123,123,"querru","deciduous",242.82401,0.186980219667962,0,0,0,4,0,1,1,0.186980219667962,"querru","deciduous",0.186980219667962,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0.186980219667962,1,1,2,0.301029995663981,0,-0.728204334337433
"124",124,124,130386,124,124,"querru","deciduous",256.1173267,0.109521345425032,10,0,5,10,0,2.87174588749259,1.23489263811075,0.109521345425032,"querru","deciduous",0.109521345425032,0,0,0,0,0,0,5,0,5,0,0,10,0,2.82842712474619,1.40201326566139,0.109521345425032,3,3,4,0.602059991327962,0.477121254719662,-0.960501229710825
"125",125,125,130539,125,125,"acerru","deciduous",250.98801,0.00729237265166911,0,0,0,1,0,1,1,0.00729237265166911,"acerru","deciduous",0.00729237265166911,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00729237265166911,1,1,1,0,0,-2.13713114632146
"126",126,126,130622,126,126,"querru","deciduous",255.7173333,0.00956043049932037,3,0,0,6,0,1.88988157484231,1.13576091234023,0.00956043049932037,"querru","deciduous",0.00956043049932037,0,0,0,0,0,3,0,0,0,0,0,6,0,1.88988157484231,1.22981912373371,0.00956043049932037,2,2,3,0.477121254719662,0.301029995663981,-2.01952255131492
"127",127,127,130710,127,127,"pinust","coniferous",249.76801,8.21440072598318e-05,2,0,0,2,0,2,1.14869835499704,8.21440072598318e-05,"pinust","coniferous",8.21440072598318e-05,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.25266443862413,8.21440072598318e-05,2,2,2,0.301029995663981,0.301029995663981,-4.085424114626
"128",128,128,140380,128,128,"acerru","deciduous",270.49301,0.00249994813910596,0,0,0,1,0,1,1,0.00249994813910596,"acerru","deciduous",0.00249994813910596,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00249994813910596,1,1,1,0,0,-2.60206900058145
"129",129,129,140635,129,129,"querru","deciduous",261.289,0.00190536063934571,0,0,0,16,0,1,1,0.00190536063934571,"querru","deciduous",0.00190536063934571,0,0,4,0,0,0,0,0,0,0,0,12,0,1.75476535060332,1.20052495303832,0.00190536063934571,2,1,4,0.602059991327962,0,-2.72002281061603
"130",130,130,150221,130,130,"pinust","coniferous",286.72101,2.77127205311383e-05,3,0,0,6,0,1.88988157484231,1.13576091234023,2.77127205311383e-05,"pinust","coniferous",2.77127205311383e-05,0,0,3,0,0,3,0,0,0,0,0,3,0,3,1.42910588549112,2.77127205311383e-05,3,2,3,0.477121254719662,0.301029995663981,-4.55732083785308
"131",131,131,150231,131,131,"querru","deciduous",282.18701,0.0425788634668539,1,0,0,0,0,1,1,0.0425788634668539,"querru","deciduous",0.0425788634668539,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0425788634668539,1,1,1,0,0,-1.37080593511614
"132",132,132,150406,132,132,"tsugca","coniferous",294.71799,0.000477738798049976,0,0,0,16,0,1,1,0.000477738798049976,"tsugca","coniferous",0.000477738798049976,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0.000477738798049976,1,1,4,0.602059991327962,0,-3.32080948742757
"133",133,133,150799,133,133,"pinust","coniferous",283.13101,-0.000184042354626315,0,0,0,4,0,1,1,-0.000184042354626315,"pinust","coniferous",-0.000184042354626315,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,-0.000184042354626315,2,1,2,0.301029995663981,0,NA
"134",134,134,150800,134,134,"querru","deciduous",284.03201,-0.0185524681121194,0,0,0,1,0,1,1,-0.0185524681121194,"querru","deciduous",-0.0185524681121194,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-0.0185524681121194,1,1,1,0,0,NA
"135",135,135,150844,135,135,"querru","deciduous",281.53699,0.0455317278822229,0,0,0,4,0,1,1,0.0455317278822229,"querru","deciduous",0.0455317278822229,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.0455317278822229,1,1,2,0.301029995663981,0,-1.34168586835037
"136",136,136,151080,136,136,"querru","deciduous",288.245,0.167682959821421,0,0,0,9,0,1,1,0.167682959821421,"querru","deciduous",0.167682959821421,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0.167682959821421,1,1,3,0.477121254719662,0,-0.775511068768614
"137",137,137,151141,137,137,"querru","deciduous",280.841,0.00920318952575669,0,0,0,1,0,1,1,0.00920318952575669,"querru","deciduous",0.00920318952575669,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00920318952575669,1,1,1,0,0,-2.03606163424392
"138",138,138,170652,138,138,"querru","deciduous",328.81299,0.0561244342600498,6,0,0,3,0,1.88988157484231,1.13576091234023,0.0561244342600498,"querru","deciduous",0.0561244342600498,0,0,0,0,0,0,0,3,0,0,0,3,0,2,1.25266443862413,0.0561244342600498,2,3,2,0.301029995663981,0.477121254719662,-1.25084802369868
"139",139,139,171399,139,139,"querru","deciduous",336.065,0.0308493613447543,0,0,0,9,0,1,1,0.0308493613447543,"querru","deciduous",0.0308493613447543,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0.0308493613447543,1,1,3,0.477121254719662,0,-1.5107538224677
"140",140,140,171424,140,140,"querru","deciduous",326.30899,0.084643292749274,0,0,0,1,0,1,1,0.084643292749274,"querru","deciduous",0.084643292749274,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.084643292749274,1,1,1,0,0,-1.07240745028261
"141",141,141,171452,141,141,"querru","deciduous",324.6355,0.144982865232567,0,0,0,1,0,1,1,0.144982865232567,"querru","deciduous",0.144982865232567,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.144982865232567,1,1,1,0,0,-0.838683321728236
"142",142,142,180147,142,142,"querru","deciduous",358.517,0.00572491246739451,0,0,0,2,2,2,1.14869835499704,0.00572491246739451,"querru","deciduous",0.00572491246739451,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.00572491246739451,2,2,2,0.301029995663981,0.301029995663981,-2.24223114920086
"143",143,143,180190,143,143,"querru","deciduous",345.905,0.0216426773150286,2,0,0,2,0,2,1.14869835499704,0.0216426773150286,"querru","deciduous",0.0216426773150286,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1.25266443862413,0.0216426773150286,2,2,2,0.301029995663981,0.301029995663981,-1.66468901569017
"144",144,144,180701,144,144,"querru","deciduous",348.76501,0.0637702898607606,0,0,0,1,0,1,1,0.0637702898607606,"querru","deciduous",0.0637702898607606,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0637702898607606,1,1,1,0,0,-1.19538160897099
"145",145,145,180841,145,145,"querru","deciduous",348.43799,0.0698285323995815,6,0,0,30,0,1.5691925832142,1.09429710265965,0.0698285323995815,"querru","deciduous",0.0698285323995815,0,0,12,0,0,0,0,0,6,0,0,18,0,2.74945927399721,1.38916991600796,0.0698285323995815,3,2,6,0.778151250383644,0.301029995663981,-1.15596708551822
"146",146,146,190135,146,146,"querru","deciduous",361.78601,0.0663757080249993,0,0,0,16,0,1,1,0.0663757080249993,"querru","deciduous",0.0663757080249993,0,0,8,0,0,0,0,0,0,0,0,8,0,2,1.25266443862413,0.0663757080249993,2,1,4,0.602059991327962,0,-1.17799083329714
"147",147,147,190155,147,147,"querru","deciduous",363.828,0.0231221968809134,24,0,0,12,0,1.88988157484231,1.13576091234023,0.0231221968809134,"querru","deciduous",0.0231221968809134,0,0,0,0,0,12,0,6,0,0,0,12,6,3.77976314968462,1.54055068224111,0.0231221968809134,4,3,6,0.778151250383644,0.477121254719662,-1.63597090520256
"148",148,148,190218,148,148,"acerru","deciduous",367.418,0.0057028674658031,4,0,0,12,0,1.75476535060332,1.11903536050434,0.0057028674658031,"acerru","deciduous",0.0057028674658031,0,0,4,0,0,4,0,0,0,0,0,8,0,2.82842712474619,1.40201326566139,0.0057028674658031,3,2,4,0.602059991327962,0.301029995663981,-2.24390672126764
"149",149,149,190236,149,149,"querru","deciduous",369.76901,0.0237025136672896,0,0,0,4,0,1,1,0.0237025136672896,"querru","deciduous",0.0237025136672896,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.0237025136672896,2,1,2,0.301029995663981,0,-1.62520559432977
"150",150,150,190354,150,150,"querru","deciduous",365.03601,0.016544488430258,0,0,0,4,0,1,1,0.016544488430258,"querru","deciduous",0.016544488430258,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.016544488430258,1,1,2,0.301029995663981,0,-1.78134665705359
"151",151,151,190508,151,151,"querru","deciduous",379.85501,0.0285955160512454,0,0,0,25,0,1,1,0.0285955160512454,"querru","deciduous",0.0285955160512454,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0.0285955160512454,1,1,5,0.698970004336019,0,-1.54370206151682
"152",152,152,190524,152,152,"querru","deciduous",363.758,0.423293292410223,0,0,0,1,0,1,1,0.423293292410223,"querru","deciduous",0.423293292410223,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.423293292410223,1,1,1,0,0,-0.37335861338828
"153",153,153,190586,153,153,"pinust","coniferous",367.56201,0.000470807747100632,0,0,0,16,0,1,1,0.000470807747100632,"pinust","coniferous",0.000470807747100632,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0.000470807747100632,1,1,4,0.602059991327962,0,-3.32715639949179
"154",154,154,200112,154,154,"querru","deciduous",389.394,0.148456092267173,0,0,0,4,0,1,1,0.148456092267173,"querru","deciduous",0.148456092267173,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0.148456092267173,1,1,2,0.301029995663981,0,-0.828401975341595
"155",155,155,200263,155,155,"querru","deciduous",397.41699,0.145146365353483,0,0,0,1,0,1,1,0.145146365353483,"querru","deciduous",0.145146365353483,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.145146365353483,1,1,1,0,0,-0.838193834973125
"156",156,156,200385,156,156,"acerru","deciduous",395.017,0.00510369174745999,0,0,0,1,0,1,1,0.00510369174745999,"acerru","deciduous",0.00510369174745999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00510369174745999,1,1,1,0,0,-2.29211556399298
"157",157,157,200565,157,157,"querru","deciduous",397.4635,0.0164889491550007,12,0,0,24,0,1.88988157484231,1.13576091234023,0.0164889491550007,"querru","deciduous",0.0164889491550007,0,0,0,0,0,12,0,0,0,0,0,24,0,1.88988157484231,1.22981912373371,0.0164889491550007,2,2,6,0.778151250383644,0.301029995663981,-1.78280702117335
"158",158,158,210025,158,158,"querru","deciduous",404.13599,0.0879089723100214,0,0,0,9,0,1,1,0.0879089723100214,"querru","deciduous",0.0879089723100214,0,0,3,0,0,0,0,0,0,0,0,6,0,1.88988157484231,1.22981912373371,0.0879089723100214,2,1,3,0.477121254719662,0,-1.05596679698682
"159",159,159,210070,159,159,"querru","deciduous",402.022,0.300200425492135,8,0,0,56,0,1.45756926498109,1.07826582419554,0.300200425492135,"querru","deciduous",0.300200425492135,0,0,16,0,0,0,0,0,0,0,0,40,8,2.4602329762891,1.33988423261834,0.300200425492135,3,2,8,0.903089986991944,0.301029995663981,-0.522588696540599
"160",160,160,210107,160,160,"querru","deciduous",416.79501,0.00991930897422999,0,0,0,4,0,1,1,0.00991930897422999,"querru","deciduous",0.00991930897422999,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.00991930897422999,1,1,2,0.301029995663981,0,-2.00351858179058
"161",161,161,220165,161,161,"querru","deciduous",430.315,0.00994103328648979,0,0,0,1,0,1,1,0.00994103328648979,"querru","deciduous",0.00994103328648979,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.00994103328648979,1,1,1,0,0,-2.00256847201134
"162",162,162,220306,162,162,"querru","deciduous",432.998,0.159061969339322,0,0,0,4,0,1,1,0.159061969339322,"querru","deciduous",0.159061969339322,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.159061969339322,1,1,2,0.301029995663981,0,-0.798433644868891
"163",163,163,220323,163,163,"querru","deciduous",427.9915,0.0149269750055289,0,0,0,4,0,1,1,0.0149269750055289,"querru","deciduous",0.0149269750055289,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.0149269750055289,1,1,2,0.301029995663981,0,-1.82602819438576
"164",164,164,230112,164,164,"querru","deciduous",446.29401,0.0419312916336766,0,0,0,1,0,1,1,0.0419312916336766,"querru","deciduous",0.0419312916336766,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0419312916336766,1,1,1,0,0,-1.37746175956784
"165",165,165,230398,165,165,"querru","deciduous",450.95801,0.0586480229088885,6,12,0,18,0,2.74945927399721,1.22419177769644,0.0586480229088885,"querru","deciduous",0.0586480229088885,12,0,6,0,0,6,0,0,0,0,0,12,0,3.77976314968462,1.54055068224111,0.0586480229088885,4,3,6,0.778151250383644,0.477121254719662,-1.23174662385932
"166",166,166,230560,166,166,"querru","deciduous",447.625,0.213025196867096,9,45,0,27,0,2.55202792428089,1.2060826900573,0.213025196867096,"querru","deciduous",0.213025196867096,45,0,9,0,0,9,0,0,0,0,0,18,0,3.15522464708129,1.45272979172324,0.213025196867096,4,3,9,0.954242509439325,0.477121254719662,-0.671569024668547
"167",167,167,230563,167,167,"querru","deciduous",447.54901,0.128290234830996,0,2,0,2,0,2,1.14869835499704,0.128290234830996,"querru","deciduous",0.128290234830996,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1.25266443862413,0.128290234830996,2,2,2,0.301029995663981,0.301029995663981,-0.891806399902666
"168",168,168,240404,168,168,"querru","deciduous",463.57199,0.146925128298446,0,21,0,28,0,1.97962633005252,1.14634843999475,0.146925128298446,"querru","deciduous",0.146925128298446,21,0,21,0,0,0,0,0,0,0,0,7,0,2.7298385631036,1.38594026881029,0.146925128298446,3,2,7,0.845098040014257,0.301029995663981,-0.832903921377335
"169",169,169,240712,169,169,"acerru","deciduous",471.36949,0.0194207137309071,0,0,0,16,0,1,1,0.0194207137309071,"acerru","deciduous",0.0194207137309071,0,0,4,0,0,0,0,0,0,0,0,12,0,1.75476535060332,1.20052495303832,0.0194207137309071,2,1,4,0.602059991327962,0,-1.71173481337247
"170",170,170,240745,170,170,"querru","deciduous",473.60001,0.0261704315453572,2,0,0,2,0,2,1.14869835499704,0.0261704315453572,"querru","deciduous",0.0261704315453572,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.0261704315453572,1,2,1,0,0.301029995663981,-1.58218911586902
"171",171,171,260632,171,171,"acerru","deciduous",511.3296633,0.0993599267666557,5,10,0,5,5,3.789291416276,1.3053037966395,0.0993599267666557,"acerru","deciduous",0.0993599267666557,10,0,0,0,5,0,0,0,0,0,0,5,0,2.82842712474619,1.40201326566139,0.0993599267666557,3,4,4,0.602059991327962,0.602059991327962,-1.00278873726461
"172",172,172,270084,172,172,"querru","deciduous",534.53998,0.404660843179394,0,0,0,8,8,2,1.14869835499704,0.404660843179394,"querru","deciduous",0.404660843179394,0,4,4,0,4,0,0,0,0,0,0,4,0,4,1.5691681957935,0.404660843179394,4,2,4,0.602059991327962,0.301029995663981,-0.392908817881378
